Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,Streaming Platform
Scandal,2012,16+,7.7,80,"Drama, Crime",7,Hulu
Maniac,2018,16+,7.8,80,"Comedy, Drama",1,Netflix
Perry Mason,2020,18+,7.6,80,"Crime, Drama",1,Multiple Streaming Platforms
Broad City,2014,18+,8.4,80,"Comedy, 2014",5,Multiple Streaming Platforms
Stargate SG-1,1997,7+,8.4,80,"Action & Adventure, Fantasy",10,Hulu
Wild Wild Country,2018,16+,8.2,80,"Documentary, Cult",1,Netflix
Dark Matter,2015,18+,7.5,80,"Drama, Science-Fiction",3,Netflix
Masters of Sex,2013,18+,7.9,80,"Drama, Romance",4,Unknown
Cowboy Bebop,1998,18+,8.9,80,"Action & Adventure, Anime",1,Multiple Streaming Platforms
Workaholics,2011,16+,8.1,80,"Comedy, 2011",7,Multiple Streaming Platforms
Charmed,1998,16+,7.1,80,"Drama, Science-Fiction",8,Multiple Streaming Platforms
Flight of the Conchords,2007,16+,8.5,80,"Comedy, Musical",2,Multiple Streaming Platforms
The League,2009,18+,8.2,80,"Comedy, Sport",7,Hulu
The Inbetweeners,2008,18+,8.4,80,"Comedy, 2008",3,Multiple Streaming Platforms
American Vandal,2017,16+,8.2,80,"Comedy, Mystery",2,Netflix
Louie,2010,18+,8.5,80,"Comedy, Stand-up & Talk",5,Unknown
Queer Eye,2018,16+,8.5,80,"Comedy, LGBTQ",5,Netflix
Rectify,2013,16+,8.3,80,"Drama, 2013",4,Netflix
Samurai Champloo,2004,18+,8.5,80,"Action & Adventure, Anime",1,Multiple Streaming Platforms
River,2015,7+,8,80,"Crime, Drama",1,Multiple Streaming Platforms
Continuum,2012,16+,7.6,80,"Action & Adventure, Drama",4,Unknown
Timeless,2016,7+,7.7,80,"Drama, Action & Adventure",2,Hulu
Demon Slayer: Kimetsu no Yaiba,2019,18+,8.7,79,"Animation, Anime",1,Multiple Streaming Platforms
The Great,2020,18+,8.1,79,"Drama, Comedy",1,Hulu
Star Trek: Picard,2020,18+,7.6,79,"Science-Fiction, Action & Adventure",1,CBS All Access
Colony,2016,16+,7.4,79,"Drama, Action & Adventure",3,Netflix
Devs,2020,18+,7.7,79,"Thriller, Drama",1,Hulu
Generation Kill,2008,18+,8.5,79,"Action & Adventure, Drama",1,Multiple Streaming Platforms
Hell on Wheels,2011,16+,8.3,79,"Action & Adventure, Drama",5,Netflix
Jane the Virgin,2014,7+,7.8,79,"Drama, Family",5,Multiple Streaming Platforms
Haikyu!!,2014,16+,8.7,79,"Animation, Anime",4,Multiple Streaming Platforms
Parenthood,2010,7+,8.2,79,"Drama, Comedy",6,Multiple Streaming Platforms
One Day at a Time,2017,7+,8.2,79,"Comedy, Family",4,Multiple Streaming Platforms
Castle Rock,2018,18+,7.6,79,"Horror, Drama",2,Hulu
My Brilliant Friend,2018,18+,8.6,79,"Drama, 2018",2,Multiple Streaming Platforms
Wayne,2019,18+,8.4,79,"Action & Adventure, Comedy",1,Multiple Streaming Platforms
The Dragon Prince,2018,7+,8.4,79,"Action & Adventure, Animation",3,Netflix
Elfen Lied,2004,18+,8,79,"Animation, Anime",1,Multiple Streaming Platforms
The Borgias,2011,18+,7.9,79,"Crime, Drama",3,Multiple Streaming Platforms
Tales from the Crypt,1989,18+,8,79,"Comedy, Fantasy",7,Unknown
My So-Called Life,1994,16+,8.3,79,"Drama, Comedy",1,Free Services
Raising Hope,2010,16+,8,79,"Comedy, Family",4,Hulu
The Boondocks,2005,18+,8.4,79,"Animation, Comedy",4,Multiple Streaming Platforms
Inside No. 9,2014,18+,8.5,79,"Comedy, Drama",5,Multiple Streaming Platforms
The Last Ship,2014,16+,7.5,79,"Drama, Action & Adventure",5,Multiple Streaming Platforms
The Affair,2014,18+,7.9,79,"Drama, Mystery",5,Multiple Streaming Platforms
Law & Order: Special Victims Unit,1999,16+,8,79,"Drama, Action & Adventure",21,Multiple Streaming Platforms
Star Trek: Voyager,1995,7+,7.8,79,"Action & Adventure, Drama",7,Multiple Streaming Platforms
The Good Fight,2017,18+,8.3,79,"Drama, Crime",4,CBS All Access
Superstore,2015,16+,7.8,79,"Comedy, 2015",5,Multiple Streaming Platforms
The Dark Crystal: Age of Resistance,2019,7+,8.5,79,"Drama, Action & Adventure",1,Netflix
Love,2016,18+,7.7,79,"Comedy, Romance",3,Netflix
Derry Girls,2018,16+,8.4,79,"Comedy, 2018",2,Netflix
Locke & Key,2020,16+,7.4,79,"Drama, Fantasy",1,Netflix
Reign,2013,16+,7.5,79,"Drama, Fantasy",4,Netflix
Poldark,2015,16+,8.3,79,"Drama, History",5,Prime Video
The Shannara Chronicles,2016,16+,7.2,79,"Action & Adventure, Fantasy",2,Multiple Streaming Platforms
See,2019,18+,7.6,79,"Drama, Science-Fiction",1,Apple TV+
Mushi-Shi,2005,16+,8.5,79,"Animation, Anime",3,Multiple Streaming Platforms
Limitless,2015,16+,7.7,79,"Drama, Science-Fiction",1,Multiple Streaming Platforms
HAPPY!,2017,18+,8.2,79,"Fantasy, Action & Adventure",2,Netflix
My Name Is Earl,2005,16+,7.7,79,"Comedy, 2005",4,Hulu
Star Wars Rebels,2014,7+,8,79,"Action & Adventure, Science-Fiction",4,Disney+
X-Men,1992,7+,8.4,79,"Animation, Children",5,Disney+
Wizards: Tales of Arcadia,2020,7+,8.3,79,"Animation, Action & Adventure",1,Netflix
Marvel's The Defenders,2017,18+,7.3,79,"Action & Adventure, Crime",1,Netflix
You're the Worst,2014,18+,8.1,79,"Comedy, Drama",5,Hulu
The Exorcist,2016,16+,8.1,79,"Drama, Horror",2,Multiple Streaming Platforms
The Rookie,2018,16+,8.1,79,"Comedy, Crime",2,Multiple Streaming Platforms
The Mentalist,2008,16+,8.1,79,"Crime, Drama",7,Prime Video
Star Trek: Discovery,2017,16+,7.3,79,"Science-Fiction, Action & Adventure",2,CBS All Access
Top Boy,2011,18+,8.4,79,"Drama, Crime",3,Multiple Streaming Platforms
TRIGUN,1998,7+,8.3,79,"Action & Adventure, Anime",1,Multiple Streaming Platforms
Marco Polo,2014,18+,8,79,"Action & Adventure, Drama",2,Multiple Streaming Platforms
Call the Midwife,2012,16+,8.4,78,"Drama, History",9,Multiple Streaming Platforms
Everybody Hates Chris,2005,7+,7.4,78,"Comedy, 2005",4,Multiple Streaming Platforms
Designated Survivor,2016,7+,7.5,78,"Drama, Action & Adventure",3,Netflix
Fresh Off the Boat,2015,7+,7.8,78,"Comedy, Family",6,Multiple Streaming Platforms
F is for Family,2015,18+,8,78,"Animation, Comedy",4,Netflix
The Order,2019,18+,6.8,78,"Drama, Mystery",2,Netflix
The Spy,2019,18+,7.9,78,"Drama, Thriller",1,Netflix
Goliath,2016,16+,8.2,78,"Drama, Crime",3,Prime Video
Dollhouse,2009,16+,7.7,78,"Action & Adventure, Drama",2,Hulu
The Stranger,2020,16+,7.3,78,"Crime, Drama",1,Netflix
The Deuce,2017,18+,8.1,78,"Drama, 2017",3,Multiple Streaming Platforms
The Strain,2014,18+,7.3,78,"Drama, Fantasy",4,Hulu
Bloodline,2015,18+,8,78,"Drama, Thriller",3,Netflix
Switched at Birth,2011,16+,7.7,78,"Drama, Family",5,Free Services
The Terror,2018,18+,8,78,"Drama, Horror",2,Hulu
The Fresh Prince of Bel-Air,1990,7+,7.9,78,"Comedy, Family",6,HBO MAX
Awkward.,2011,16+,7.5,78,"Comedy, Drama",5,Multiple Streaming Platforms
I May Destroy You,2020,18+,8.1,78,"Drama, Comedy",1,Multiple Streaming Platforms
The Missing,2014,16+,8.2,78,"Crime, Drama",2,Multiple Streaming Platforms
Constantine,2014,16+,7.5,78,"Action & Adventure, Fantasy",1,Multiple Streaming Platforms
Kyle XY,2006,7+,7.5,78,"Drama, Mystery",3,Unknown
Catastrophe,2015,18+,8.2,78,"Comedy, 2015",4,Prime Video
Teen Titans,2003,7+,7.8,78,"Action & Adventure, Animation",5,Multiple Streaming Platforms
Columbo,1971,7+,8.2,78,"Drama, Crime",10,Free Services
Ripper Street,2012,18+,8.1,78,"Drama, Crime",5,Multiple Streaming Platforms
Mystery Science Theater 3000,1988,16+,8.5,78,"Comedy, Science-Fiction",12,Multiple Streaming Platforms
The Act,2019,18+,8,78,"Biography, Crime",1,Hulu
The Spectacular Spider-Man,2008,7+,8.1,78,"Action & Adventure, Animation",2,Unknown
The 4400,2004,7+,7.3,78,"Drama, Science-Fiction",4,Netflix
Little Fires Everywhere,2020,18+,7.8,78,"Drama, 2020",1,Hulu
Harlots,2017,18+,7.7,78,"Drama, Family",3,Hulu
Bleach,2004,18+,8.1,78,"Action & Adventure, Anime",17,Multiple Streaming Platforms
Dead Like Me,2003,16+,8.1,78,"Comedy, Drama",2,Free Services
Extras,2005,16+,8.3,78,"Comedy, Drama",2,Multiple Streaming Platforms
P-Valley,2020,18+,6.4,78,"Crime, Drama",1,Starz
American Dad!,2005,16+,7.3,78,"Animation, Comedy",17,Multiple Streaming Platforms
Da Vinci's Demons,2013,18+,8,78,"Action & Adventure, Drama",3,Starz
Blue Planet II,2017,7+,9.3,78,"Documentary, 2017",1,Unknown
Zoey's Extraordinary Playlist,2020,16+,8.2,78,"Comedy, Drama",1,Multiple Streaming Platforms
Whose Line Is It Anyway?,1998,16+,8.5,78,"Comedy, Family",16,Multiple Streaming Platforms
Younger,2015,16+,7.8,78,"Comedy, Romance",6,Multiple Streaming Platforms
Please Like Me,2013,18+,8.5,78,"Comedy, LGBTQ",4,Hulu
Top Gear,2002,7+,8.7,78,"Documentary, Comedy",28,Multiple Streaming Platforms
Travelers,2016,16+,8.1,78,"Drama, Mystery",3,Netflix
Queen of the South,2016,16+,7.9,78,"Drama, Action & Adventure",4,Multiple Streaming Platforms
Chef's Table,2015,All Ages,8.6,78,"Documentary, Food",6,Netflix
Fear the Walking Dead,2015,18+,6.9,78,"Drama, Horror",6,Multiple Streaming Platforms
Merlin,2008,7+,7.9,78,"Action & Adventure, Fantasy",5,Multiple Streaming Platforms
Ramy,2019,18+,8,78,"Comedy, Drama",2,Hulu
Supergirl,2015,7+,6.3,78,"Drama, Fantasy",5,Multiple Streaming Platforms
Happy Valley,2014,16+,8.4,78,"Crime, Drama",2,Unknown
Party Down,2009,18+,8.2,78,"Comedy, 2009",2,Starz
Haven,2010,16+,7.5,78,"Crime, Drama",5,Multiple Streaming Platforms
SpongeBob SquarePants,1999,7+,8.1,78,"Comedy, Fantasy",11,Multiple Streaming Platforms
The Family Man,2019,16+,8.6,78,"Action & Adventure, Comedy",1,Prime Video
Rizzoli & Isles,2010,16+,7.6,78,"Crime, Drama",7,Hulu
Two and a Half Men,2003,16+,7,78,"Comedy, Romance",12,Multiple Streaming Platforms
Infinity Train,2019,7+,8.4,78,"Animation, Action & Adventure",3,HBO MAX
Lethal Weapon,2016,16+,7.9,78,"Action & Adventure, Comedy",3,Hulu
Homecoming,2018,18+,7.5,78,"Thriller, Drama",2,Prime Video
Marvel's Runaways,2017,16+,7,78,"Action & Adventure, Crime",3,Multiple Streaming Platforms
Legend of the Seeker,2008,16+,7.6,78,"Action & Adventure, Fantasy",2,Multiple Streaming Platforms
The Bridge,2011,18+,8.6,78,"Crime, Drama",4,Multiple Streaming Platforms
The Lost Room,2006,7+,8.2,78,"Drama, Science-Fiction",1,Multiple Streaming Platforms
John Adams,2008,16+,8.5,78,"Drama, Biography",1,Multiple Streaming Platforms
Hart of Dixie,2011,7+,7.7,78,"Comedy, Drama",4,Netflix
Sex and the City,1998,18+,7.1,77,"Comedy, Drama",6,Multiple Streaming Platforms
Impulse,2018,16+,7.5,77,"Action & Adventure, Drama",2,Multiple Streaming Platforms
Covert Affairs,2010,16+,7.3,77,"Action & Adventure, Crime",5,Free Services
Dragon Ball,1986,16+,8.5,77,"Action & Adventure, Anime",9,Multiple Streaming Platforms
Escape at Dannemora,2018,18+,8,77,"Biography, Crime",1,Multiple Streaming Platforms
Dirty Money,2018,16+,8.1,77,"Crime, Documentary",2,Netflix
TURN: Washington's Spies,2014,16+,8.1,77,"Action & Adventure, Drama",4,Netflix
Modern Love,2019,18+,8,77,"Comedy, Romance",1,Prime Video
Almost Human,2013,16+,8,77,"Action & Adventure, Crime",1,Free Services
Episodes,2011,18+,7.8,77,"Comedy, 2011",5,Multiple Streaming Platforms
Mrs. America,2020,18+,7.9,77,"Biography, Drama",1,Hulu
Planet Earth,2006,All Ages,9.4,77,"Documentary, 2006",1,Unknown
Aggretsuko,2018,16+,8,77,"Animation, Anime",3,Netflix
Future Man,2017,18+,7.7,77,"Action & Adventure, Comedy",3,Hulu
Soul Eater,2008,16+,7.8,77,"Action & Adventure, Anime",2,Multiple Streaming Platforms
Glee,2009,16+,6.7,77,"Comedy, Drama",6,Netflix
Hawaii Five-0,2010,16+,7.3,77,"Action & Adventure, Crime",10,CBS All Access
Reno 911!,2003,16+,7.9,77,"Comedy, Crime",7,Multiple Streaming Platforms
Malcolm in the Middle,2000,7+,8,77,"Comedy, Family",7,Multiple Streaming Platforms
DAVE,2020,18+,8.4,77,"Comedy, 2020",1,Hulu
Sword Art Online,2012,16+,7.6,77,"Action & Adventure, Anime",4,Multiple Streaming Platforms
Batman Beyond,1999,7+,8.1,77,"Action & Adventure, Animation",3,DC Universe
Into the Night,2020,18+,7.1,77,"Drama, Science-Fiction",1,Netflix
Mirzapur,2018,18+,8.5,77,"Action & Adventure, Crime",1,Prime Video
Top of the Lake,2013,18+,7.5,77,"Crime, Drama",2,Hulu
Lost Girl,2010,16+,7.7,77,"Crime, Drama",5,Netflix
The Defiant Ones,2017,18+,8.5,77,"Documentary, Biography",1,Multiple Streaming Platforms
Heartland,2007,7+,8.4,77,"Drama, Family",13,Multiple Streaming Platforms
Better Off Ted,2009,7+,8.2,77,"Comedy, Science-Fiction",2,Hulu
The O.C.,2003,16+,7.5,77,"Drama, Comedy",4,HBO MAX
The Originals,2013,16+,8.2,77,"Drama, Fantasy",5,Netflix
Tales from the Loop,2020,18+,7.5,77,"Drama, Science-Fiction",1,Prime Video
Final Space,2018,16+,8.3,77,"Animation, Science-Fiction",2,Multiple Streaming Platforms
High Score,2020,16+,7.4,77,"Documentary, History",1,Netflix
Sanditon,2019,16+,7.8,77,"Drama, Romance",1,Free Services
The Magicians,2015,16+,7.6,77,"Drama, Action & Adventure",5,Multiple Streaming Platforms
Key & Peele,2012,18+,8.3,77,"Comedy, Action & Adventure",5,Multiple Streaming Platforms
Outer Banks,2020,18+,7.6,77,"Action & Adventure, Crime",1,Netflix
On My Block,2018,16+,8,77,"Comedy, 2018",3,Netflix
Happy Endings,2011,16+,7.7,77,"Comedy, LGBTQ",3,Multiple Streaming Platforms
In the Flesh,2013,18+,8,77,"Drama, Horror",2,Hulu
Southland,2009,16+,8.4,77,"Crime, Drama",5,Unknown
Hollywood,2020,18+,7.6,77,"Drama, History",1,Netflix
The Gifted,2017,16+,7.4,77,"Drama, Action & Adventure",2,Multiple Streaming Platforms
Forever,2014,7+,8.3,77,"Crime, Drama",1,Free Services
Sleepy Hollow,2013,16+,7.4,77,"Drama, Fantasy",4,Hulu
Damages,2007,18+,8.1,77,"Crime, Drama",5,Hulu
Mozart in the Jungle,2014,18+,8.2,77,"Comedy, Drama",4,Prime Video
Deutschland,2015,18+,8.1,77,"Drama, History",2,Hulu
The Following,2013,16+,7.4,77,"Crime, Cult",3,Unknown
Insecure,2016,18+,7.9,77,"Comedy, Romance",4,Multiple Streaming Platforms
And Then There Were None,2015,7+,7.9,76,"Drama, Mystery",1,AcornTV
Chicago P.D.,2014,16+,8.1,76,"Action & Adventure, Thriller",7,Multiple Streaming Platforms
Falling Skies,2011,16+,7.2,76,"Action & Adventure, Science-Fiction",5,Hoopla
Servant,2019,18+,7.6,76,"Drama, Horror",1,Apple TV+
Utopia,2013,18+,8.4,76,"Reality, Drama",2,Unknown
Case Closed,1996,16+,8.4,76,"Action & Adventure, Anime",29,Multiple Streaming Platforms
Mythic Quest: Raven's Banquet,2020,18+,7.6,76,"Comedy, 2020",1,Apple TV+
Brave New World,2020,18+,7.1,76,"Drama, Science-Fiction",1,Multiple Streaming Platforms
Stargate Atlantis,2004,7+,8.1,76,"Action & Adventure, Science-Fiction",5,Multiple Streaming Platforms
Horace and Pete,2016,18+,8.5,76,"Comedy, Drama",1,Hulu
The Addams Family,1964,All Ages,7.9,76,"Comedy, Family",2,Multiple Streaming Platforms
The Prisoner,1967,7+,8.4,76,"Drama, Science-Fiction",1,Multiple Streaming Platforms
The Last Man on Earth,2015,16+,7.3,76,"Comedy, Action & Adventure",4,Multiple Streaming Platforms
Rescue Me,2004,18+,8.3,76,"Comedy, Drama",7,Multiple Streaming Platforms
Gavin & Stacey,2007,16+,8.1,76,"Comedy, Romance",4,Multiple Streaming Platforms
Gilligan's Island,1964,All Ages,7.3,76,"Comedy, Family",3,Unknown
Don't F**k with Cats: Hunting an Internet Killer,2019,18+,8.1,76,"Crime, Documentary",1,Netflix
The Keepers,2017,16+,8.1,76,"Documentary, Crime",1,Netflix
The Midnight Gospel,2020,18+,8.3,76,"Animation, Action & Adventure",1,Netflix
Warrior,2019,18+,8.2,76,"Action & Adventure, Crime",1,Cinemax
Kidding,2018,18+,8,76,"Comedy, Drama",2,Multiple Streaming Platforms
Space Force,2020,18+,6.8,76,"Comedy, 2020",1,Netflix
Boss,2011,18+,8.1,76,"Crime, Drama",2,Starz
Blue Mountain State,2010,18+,8.3,76,"Comedy, Sport",3,Unknown
Away,2020,16+,6.4,76,"Drama, Romance",1,Netflix
Waco,2018,18+,7.9,76,"Crime, Cult",1,Netflix
Why Women Kill,2019,18+,8.3,76,"Comedy, Crime",1,CBS All Access
One Strange Rock,2018,All Ages,8.8,76,"Documentary, 2018",1,Disney+
Living with Yourself,2019,18+,7.2,76,"Comedy, Drama",1,Netflix
Being Human,2011,16+,7.5,76,"Comedy, Drama",5,Free Services
Dirty John,2018,16+,7.2,76,"Crime, Drama",2,Multiple Streaming Platforms
Invader ZIM,2001,7+,8.3,76,"Animation, Children",2,Hulu
Looking for Alaska,2019,18+,8.1,76,"Drama, 2019",1,Hulu
Galavant,2015,7+,8.1,76,"Comedy, Fantasy",2,Netflix
Patriot,2015,18+,8.3,76,"Comedy, Drama",2,Prime Video
Animal Kingdom,2016,18+,8.2,76,"Crime, Drama",4,Multiple Streaming Platforms
The Unit,2006,16+,8.1,76,"Action & Adventure, Drama",4,Multiple Streaming Platforms
Down to Earth with Zac Efron,2020,7+,8.2,76,"Documentary, Travel",1,Netflix
Snowfall,2017,18+,8,76,"Crime, Drama",3,Hulu
Crazy Ex-Girlfriend,2015,16+,7.8,76,"Musical, Comedy",4,Netflix
Cheers,1982,7+,7.8,76,"Comedy, Drama",11,Multiple Streaming Platforms
Chicago Fire,2012,16+,7.9,76,"Action & Adventure, Drama",8,Multiple Streaming Platforms
Star Trek: Enterprise,2001,7+,7.5,76,"Action & Adventure, Drama",4,Multiple Streaming Platforms
Suburgatory,2011,7+,7.2,76,"Comedy, 2011",3,Free Services
Skins,2007,18+,8.2,76,"Drama, Comedy",7,Unknown
Marcella,2016,18+,7.4,76,"Crime, Drama",3,Multiple Streaming Platforms
Life on Mars,2006,18+,8.3,76,"Drama, Science-Fiction",2,Unknown
Shadowhunters,2016,16+,6.6,76,"Fantasy, Science-Fiction",3,Multiple Streaming Platforms
Patrick Melrose,2018,18+,8.1,76,"Drama, Comedy",1,Multiple Streaming Platforms
The Carrie Diaries,2013,16+,7,76,"Comedy, Drama",2,Free Services
Samurai Jack,2001,16+,8.5,76,"Action & Adventure, Animation",5,Multiple Streaming Platforms
Batman,1966,7+,7.5,76,"Action & Adventure, Science-Fiction",3,Unknown
Killjoys,2015,18+,7.2,76,"Drama, Action & Adventure",5,Multiple Streaming Platforms
Dragon Ball Z Kai,2009,16+,8.2,76,"Action & Adventure, Anime",7,Multiple Streaming Platforms
Wentworth,2013,18+,8.6,76,"Drama, Crime",8,Multiple Streaming Platforms
Gentleman Jack,2019,18+,8.2,76,"Drama, LGBTQ",1,Multiple Streaming Platforms
M*A*S*H,1972,7+,8.4,76,"Comedy, Drama",11,Multiple Streaming Platforms
Long Way Round,2004,7+,8.6,76,"Documentary, Reality",1,Free Services
Ballers,2015,18+,7.6,76,"Comedy, Drama",5,Multiple Streaming Platforms
I Know This Much Is True,2020,18+,8.2,76,"Drama, 2020",1,Multiple Streaming Platforms
Nurse Jackie,2009,18+,7.7,76,"Comedy, Drama",7,Netflix
Graceland,2013,16+,7.7,76,"Action & Adventure, Crime",3,Multiple Streaming Platforms
The Tick,2016,7+,7.4,76,"Action & Adventure, Comedy",2,Prime Video
Prime Suspect,1991,18+,8.4,76,"Crime, Drama",7,Multiple Streaming Platforms
Quantum Leap,1989,16+,8.1,76,"Drama, Science-Fiction",5,Multiple Streaming Platforms
Jonathan Strange & Mr Norrell,2015,16+,8.1,76,"Drama, Fantasy",1,Multiple Streaming Platforms
The Seven Deadly Sins,2014,16+,8.1,76,"Action & Adventure, Anime",4,Netflix
Messiah,2020,18+,7.6,75,"Drama, Thriller",1,Netflix
Better Things,2016,7+,7.8,75,"Comedy, Drama",4,Hulu
Black Dynamite,2012,18+,8.1,75,"Action & Adventure, Animation",2,Multiple Streaming Platforms
The Librarians,2014,16+,7.3,75,"Action & Adventure, Fantasy",4,Multiple Streaming Platforms
I'll Be Gone in the Dark,2020,18+,7.4,75,"Crime, Documentary",1,Multiple Streaming Platforms
High Fidelity,2020,18+,7.7,75,"Comedy, Drama",1,Hulu
The Secret Circle,2011,16+,7.3,75,"Drama, Fantasy",1,Free Services
Stumptown,2019,16+,7.5,75,"Drama, Crime",1,Multiple Streaming Platforms
Looking,2014,18+,8.2,75,"Comedy, LGBTQ",2,Multiple Streaming Platforms
The Staircase,2005,16+,7.9,75,"Documentary, Crime",1,Netflix
Disenchantment,2018,16+,7.2,75,"Animation, Comedy",1,Netflix
The Society,2019,18+,7.1,75,"Drama, Mystery",1,Netflix
The Durrells,2016,7+,8.2,75,"Biography, Drama",4,Prime Video
Hilda,2018,7+,8.6,75,"Action & Adventure, Animation",1,Netflix
She-Ra and the Princesses of Power,2018,All Ages,7.7,75,"Animation, Children",5,Netflix
Stargate Universe,2009,16+,7.6,75,"Action & Adventure, Science-Fiction",2,Hulu
Regular Show,2010,7+,8.4,75,"Comedy, Action & Adventure",8,Multiple Streaming Platforms
Phineas and Ferb,2007,All Ages,7.9,75,"Action & Adventure, Animation",4,Disney+
Dead Set,2008,18+,7.7,75,"Horror, Drama",2,Netflix
It's Okay to Not Be Okay,2020,18+,9,75,"Comedy, Drama",1,Netflix
Girls,2012,18+,7.3,75,"Comedy, Drama",6,Multiple Streaming Platforms
Imposters,2017,16+,7.8,75,"Drama, Comedy",2,Netflix
For All Mankind,2019,18+,7.6,75,"Drama, Science-Fiction",1,Apple TV+
The Middle,2009,7+,7.5,75,"Comedy, Family",9,Multiple Streaming Platforms
Angels in America,2003,18+,8.2,75,"Drama, LGBTQ",1,Multiple Streaming Platforms
Absolutely Fabulous,1992,16+,8.1,75,"Comedy, 1992",6,Multiple Streaming Platforms
The Righteous Gemstones,2019,18+,8,75,"Comedy, 2019",1,Multiple Streaming Platforms
Spartacus: Gods of the Arena,2011,18+,8.5,75,"Action & Adventure, Drama",1,Unknown
Courage the Cowardly Dog,1999,7+,8.2,75,"Animation, Children",4,Hoopla
Emma,2009,7+,8.1,75,"Drama, Comedy",1,Multiple Streaming Platforms
The Mindy Project,2012,7+,7.4,75,"Comedy, 2012",6,Hulu
Studio 60 on the Sunset Strip,2006,7+,8.2,75,"Comedy, Drama",1,Unknown
New Amsterdam,2018,16+,8.1,75,"Drama, 2018",2,Multiple Streaming Platforms
Everwood,2002,7+,7.4,75,"Drama, Romance",4,Free Services
3%,2016,7+,7.4,75,"Thriller, Action & Adventure",4,Netflix
The Promised Neverland,2019,18+,8.7,75,"Action & Adventure, Anime",1,Multiple Streaming Platforms
The Mighty Boosh,2004,16+,8.3,75,"Comedy, Fantasy",3,Hulu
A.P. Bio,2018,16+,7.3,75,"Comedy, 2018",3,Multiple Streaming Platforms
Portlandia,2011,16+,7.8,75,"Comedy, 2011",8,Multiple Streaming Platforms
Your Lie in April,2014,7+,8.6,75,"Animation, Anime",1,Multiple Streaming Platforms
JoJo's Bizarre Adventure,2012,18+,8.4,75,"Action & Adventure, Anime",7,Multiple Streaming Platforms
Safe,2018,18+,7.3,75,"Crime, Thriller",1,Netflix
Vice Principals,2016,18+,8,75,"Comedy, 2016",2,Multiple Streaming Platforms
Don't Trust the B---- in Apartment 23,2012,16+,7.3,75,"Comedy, 2012",2,Hulu
Close Enough,2020,16+,8,75,"Animation, Comedy",1,HBO MAX
Evil,2019,16+,7.6,75,"Drama, Mystery",1,Multiple Streaming Platforms
Trinkets,2019,7+,7.1,75,"Comedy, Crime",2,Netflix
Agatha Christie's Poirot,1989,7+,8.6,75,"Action & Adventure, Crime",13,Multiple Streaming Platforms
Red Band Society,2014,16+,7.9,75,"Comedy, Drama",1,Free Services
